[-0.144922,0.181063,-0.0417837,-0.114411,-0.0577615,0.0923889,-0.0563451,0.00757262,]
[0.134543,0.0110901,0.0371803,-0.0245239,0.0774287,-0.0219848,-0.113961,0.101415,]
[-0.505343,-0.0796836,0.145086,0.0198272,0.0712533,0.067249,0.0429337,0.0934947,]
[0.295982,0.0368858,0.0684811,0.211569,-0.0414054,0.189215,-0.110958,0.018446,]
[0.456904,0.0634026,0.0861185,-0.0923836,0.119255,-0.0954359,-0.0384417,0.118235,]
[0.0603624,-0.0424976,-0.00724639,0.184165,-0.00134366,0.154529,0.11805,0.0325162,]
[0.451495,0.195342,-0.0763825,-0.103255,-0.070269,0.0508273,-0.082792,-0.0453302,]
[-0.348389,-0.0298782,0.0638016,-0.100929,0.0539884,9.99282e-05,-0.0897669,0.0922365,]
[-0.324412,-0.157041,-0.0545168,-0.0303103,0.0505058,-0.0480264,-0.111097,-0.0685953,]
[0.113966,-0.00287126,0.213828,0.00493822,0.223396,-0.0105771,0.141105,-0.148011,]
[-0.266731,0.0477713,-0.0266892,0.0272128,-0.0289037,0.0868825,-0.174209,0.190941,]
[0.304949,-0.0932901,-0.0383454,-0.00679104,-0.158022,-0.0164249,-0.118134,-0.0179821,]
[-0.249872,-0.205762,0.124642,-0.265136,0.0505158,-0.180522,-0.0181927,-0.248392,]
[0.27153,0.0445268,0.0195212,0.0860167,-0.15523,0.0601528,-0.118082,0.0897394,]
[0.662516,0.094613,0.0412209,-0.0506691,-0.068255,-0.146792,0.042022,0.155865,]
[0.0049549,0.082251,0.032518,-0.0643332,0.111336,0.0355526,0.113531,0.119646,]
[0.112309,0.0426166,-0.0359644,0.0188932,0.0338962,0.159102,0.0835785,0.0550886,]
[-0.140579,-0.0987379,-0.00663616,0.107748,0.0404227,0.0753565,-0.102774,-0.010126,]
[-0.514915,-0.386326,0.103954,0.162577,0.0363837,-0.0399386,-0.0501838,0.0984778,]
[0.194938,0.134589,-0.0856677,0.108762,0.024327,0.0507314,0.0105239,0.0405693,]
[-0.136277,0.112234,0.0793772,-0.190919,-0.0312414,0.0284624,-0.0369151,0.197268,]
[-0.295699,-0.0466378,0.0324516,0.241265,0.0544394,-0.108121,-0.0794971,0.00407981,]
[-0.694886,-0.160425,-0.0245096,0.0550936,-0.178573,0.0889996,-0.160753,-0.106847,]
[0.364203,0.189142,-0.095392,0.0402755,0.119372,0.03765,-0.0682952,-0.0984723,]
[-0.0164889,-0.171817,0.0837428,0.0685482,-0.248752,-0.0077781,-0.091789,-0.0236818,]
[-0.251926,0.059833,0.016285,-0.00709041,0.0140909,0.117311,0.176976,0.012471,]
[-0.23683,-0.311942,0.0490003,-0.180439,-0.00919869,-0.0725901,-0.154991,-0.195986,]
[-0.56354,-0.263183,0.108101,-0.105711,-0.0921507,-0.20712,0.0245446,-0.0537033,]
[0.132531,-0.102878,0.13799,0.0767839,-0.081152,0.0347006,-0.0376861,-0.0106112,]
[0.392657,-0.0895276,-0.108539,0.155752,-0.024671,-0.149896,0.0235161,-0.123161,]
[-0.160173,-0.200181,-0.220635,0.0483481,-0.150134,-0.04683,0.0280124,-0.220079,]
[0.55222,0.250303,-0.0533833,-0.153416,0.132868,0.0987557,0.153194,0.0903244,]
[0.487216,0.0633612,-0.100813,-0.281312,0.0167442,-0.0404148,0.171555,-0.138405,]
[-0.203339,-0.102761,0.141091,0.0380451,0.112229,0.10751,0.267556,0.087546,]
[-0.0371592,-0.124632,0.00573356,0.286572,0.159663,0.106951,-0.170462,0.122516,]
[0.494803,0.0259534,0.281877,0.210774,0.168968,0.0225831,0.191843,0.0667413,]
[0.718627,0.110405,0.0277787,0.0214545,-0.0940514,-0.132802,0.147236,-0.124066,]
[-0.344736,-0.391464,-0.207308,0.00696897,-0.0258992,0.105954,0.0122496,0.0393251,]
[-0.267612,-0.0990276,0.0577344,0.00827483,-0.0557349,-0.235381,-0.0290292,-0.14145,]
[0.192999,0.133234,0.00442895,0.050268,0.185606,-0.0402257,0.0531579,-0.0283576,]
[0.519499,-0.332397,0.0348815,0.095353,-0.0493829,-0.268154,-0.0232148,-0.00783217,]
[-0.233531,-0.0293299,-0.0820809,-0.114294,0.0285169,-0.101479,-0.166822,-0.0186004,]
[0.220357,-0.10065,0.110398,0.092725,-0.0793344,-0.00759642,-0.151219,0.063303,]
[0.708362,0.249431,0.0257988,-0.157556,0.0270872,0.0752384,0.357736,0.0692642,]
[-0.41968,0.0834065,-0.0420153,0.00378024,0.147789,-0.0144498,-0.0256481,0.0163026,]
[0.373242,-0.0779563,0.0288106,0.069245,-0.0646126,-0.107688,-0.0062845,-0.141499,]
[0.0342329,0.0767412,-0.115367,0.255671,0.0384593,-0.00940899,-0.0902179,0.0960294,]
[-0.434271,0.00966963,-0.122107,0.0634827,-0.194483,-0.234721,0.0763893,0.0549441,]
[-0.123508,-0.0485692,0.0823243,-0.0699561,-0.167437,-0.00173057,-0.0637821,-0.077504,]
[-0.18035,-0.00982227,0.21076,0.168239,0.183862,0.0222374,0.104721,0.0617622,]
[0.291003,-0.171503,0.0763414,-0.0167458,-0.00766404,-0.0407627,0.105898,-0.00285458,]
[-0.0750468,-0.0650034,0.078349,-0.0187734,0.0955118,0.346437,0.0192149,0.184747,]
[-0.452968,-0.228399,-0.0346855,-0.0705881,0.00702196,0.0192607,-0.223057,0.0112781,]
[0.112936,-0.212335,0.00335754,0.132457,-0.0332262,0.1148,0.113656,0.109356,]
[0.383356,-0.112357,-0.00257646,-0.202423,0.0448229,0.0481024,-0.0920948,-0.0165171,]
[-0.330566,0.0670964,0.252514,0.200215,0.0263028,0.189059,-0.0175137,0.174609,]
[0.262744,0.0408712,0.0234116,-0.0805147,-0.0262586,-0.0222467,0.000755952,-0.168001,]
