[-0.334229,0.0562971,-0.428235,-0.284695,0.12787,-0.301882,-0.201799,-0.0485011,]
[-0.0587872,-0.505864,0.347396,-0.148236,-0.185723,-0.368983,-0.058935,0.0549334,]
[0.546709,0.462698,0.314287,-0.137307,0.6134,-0.492739,0.234767,0.489081,]
[-0.482588,-0.321477,-0.558874,0.252548,-0.501645,-0.28991,-0.204523,-0.191285,]
[-0.694018,0.260491,-0.646769,0.1536,-0.19805,-0.377376,-0.19463,0.139982,]
[0.127233,-0.533743,0.0346175,-0.127462,0.00545717,-0.447978,-0.197552,-0.465936,]
[0.439097,0.0257893,0.505824,-0.393544,-0.378559,-0.0263261,0.207748,-0.0584236,]
[0.448732,-0.0830879,-0.342987,0.257259,-0.284852,-0.309446,-0.31598,0.221543,]
[0.574457,-0.0464655,0.424882,-0.05387,0.176565,-0.0388223,0.0756534,-0.215473,]
[-0.559669,-0.177155,0.0344649,0.270689,0.0937884,-0.3386,0.0454376,0.0765782,]
[0.184703,0.623321,-0.085807,0.395702,0.608564,0.723463,0.289712,0.392744,]
[0.336571,0.581291,-0.0566228,-0.354702,0.446213,0.389746,0.357772,0.437778,]
[-0.556136,-0.0692422,-0.126837,-0.271987,-0.350806,0.135971,0.0498,-0.209372,]
[-0.278574,0.178413,-0.0573293,-0.372706,0.115326,-0.381884,-0.450422,0.348586,]
[-0.406203,0.117197,0.334895,-0.650976,0.128266,-0.129643,-0.155276,0.0902786,]
[0.736466,0.676406,-0.352701,-0.419258,0.390574,0.46191,0.196172,0.279351,]
[0.300306,0.246034,0.0598419,-0.0943552,0.0333227,-0.396705,0.116852,-0.107506,]
[0.478991,-0.529039,-0.116549,-0.445744,-0.483789,0.495621,-0.118781,0.257452,]
[0.370291,-0.00133327,-0.174663,-0.0495271,-0.169184,0.0247841,0.120813,-0.431773,]
[0.578185,0.445073,-0.17297,0.0439793,0.393551,0.0152799,0.251768,0.318714,]
[-0.329063,-0.294178,0.417095,0.118142,0.121637,-0.327057,0.0674841,-0.239125,]
[0.481974,0.449137,0.365113,0.496452,0.611924,0.634771,0.569395,0.250012,]
[0.822631,-0.305776,0.60981,0.403682,-0.0748154,0.216232,0.390043,-0.0417051,]
[-0.0118217,0.108509,-0.362145,-0.271001,0.293069,-0.393608,-0.0732148,-0.230711,]
